trial_id,controller,noise_std,seed,success,time_to_goal,path_length,efficiency,final_error,goal_x,goal_y
147,rotate_translate,0.3,21,True,5.04999999999999,4.119550915988306,0.9853483163145098,0.09308692339291859,7.388210713675827,1.8018808562998805
148,rotate_translate,0.3,22,True,6.449999999999985,4.633139223019598,0.8258434379369647,0.12506916049619476,1.7970253593515102,6.878725188408279
149,rotate_translate,0.3,23,True,6.099999999999986,4.990485739065559,0.9443060648356273,0.11003149335409977,2.157798018858726,2.023372451181964
150,rotate_translate,0.3,24,True,6.199999999999986,4.999326591389787,0.9885526647511691,0.07698977783414984,8.86704878116667,1.7778741489187575
151,proportional,0.0,3,True,4.249999999999993,4.791675154838384,0.8922031476229177,0.14270036044512996,1.7708425042926192,3.131294559364897
152,proportional,0.1,3,True,4.249999999999993,4.839105582996383,0.8847971198398619,0.13622133354227256,1.7708425042926192,3.131294559364897
153,proportional,0.3,3,True,3.7999999999999945,4.9155492746157305,0.8705363537571317,0.1386836737409761,1.7708425042926192,3.131294559364897
154,rotate_translate,0.0,3,True,6.299999999999986,4.349999999999979,0.9860578523043633,0.12849635845450844,1.7708425042926192,3.131294559364897
155,rotate_translate,0.1,3,True,6.299999999999986,4.414142044070421,0.9698769855270333,0.1366732365873106,1.7708425042926192,3.131294559364897
156,rotate_translate,0.3,3,True,6.199999999999986,4.580397912539092,0.9359598230673098,0.1307795961805034,1.7708425042926192,3.131294559364897
